cidade,uf,nome_completo
São Pedro dos Ferros,MG,São Pedro dos Ferros - MG
São Rafael,RN,São Rafael - RN
São Raimundo das Mangabeiras,MA,São Raimundo das Mangabeiras - MA
São Raimundo do Doca Bezerra,MA,São Raimundo do Doca Bezerra - MA
São Raimundo Nonato,PI,São Raimundo Nonato - PI
São Roberto,MA,São Roberto - MA
São Romão,MG,São Romão - MG
São Roque,SP,São Roque - SP
São Roque de Minas,MG,São Roque de Minas - MG
São Roque do Canaã,ES,São Roque do Canaã - ES
São Salvador do Tocantins,TO,São Salvador do Tocantins - TO
São Sebastião,AL,São Sebastião - AL
São Sebastião,SP,São Sebastião - SP
São Sebastião da Amoreira,PR,São Sebastião da Amoreira - PR
São Sebastião da Bela Vista,MG,São Sebastião da Bela Vista - MG
São Sebastião da Boa Vista,PA,São Sebastião da Boa Vista - PA
São Sebastião da Grama,SP,São Sebastião da Grama - SP
São Sebastião da Vargem Alegre,MG,São Sebastião da Vargem Alegre - MG
São Sebastião de Lagoa de Roça,PB,São Sebastião de Lagoa de Roça - PB
São Sebastião do Alto,RJ,São Sebastião do Alto - RJ
São Sebastião do Anta,MG,São Sebastião do Anta - MG
São Sebastião do Caí,RS,São Sebastião do Caí - RS
São Sebastião do Maranhão,MG,São Sebastião do Maranhão - MG
São Sebastião do Oeste,MG,São Sebastião do Oeste - MG
São Sebastião do Paraíso,MG,São Sebastião do Paraíso - MG
São Sebastião do Passé,BA,São Sebastião do Passé - BA
São Sebastião do Rio Preto,MG,São Sebastião do Rio Preto - MG
São Sebastião do Rio Verde,MG,São Sebastião do Rio Verde - MG
São Sebastião do Tocantins,TO,São Sebastião do Tocantins - TO
São Sebastião do Uatumã,AM,São Sebastião do Uatumã - AM
São Sebastião do Umbuzeiro,PB,São Sebastião do Umbuzeiro - PB
São Sepé,RS,São Sepé - RS
São Simão,GO,São Simão - GO
São Simão,SP,São Simão - SP
São Tiago,MG,São Tiago - MG
São Tomás de Aquino,MG,São Tomás de Aquino - MG
São Tomé,PR,São Tomé - PR
São Tomé,RN,São Tomé - RN
São Tomé das Letras,MG,São Tomé das Letras - MG
São Valentim,RS,São Valentim - RS
São Valentim do Sul,RS,São Valentim do Sul - RS
São Valério,TO,São Valério - TO
São Valério do Sul,RS,São Valério do Sul - RS
São Vendelino,RS,São Vendelino - RS
São Vicente,RN,São Vicente - RN
São Vicente,SP,São Vicente - SP
São Vicente de Minas,MG,São Vicente de Minas - MG
São Vicente do Seridó,PB,São Vicente do Seridó - PB
São Vicente do Sul,RS,São Vicente do Sul - RS
São Vicente Ferrer,MA,São Vicente Ferrer - MA
São Vicente Férrer,PE,São Vicente Férrer - PE
Sério,RS,Sério - RS
Sítio d'Abadia,GO,Sítio d'Abadia - GO
Sítio do Mato,BA,Sítio do Mato - BA
Sítio do Quinto,BA,Sítio do Quinto - BA
Sítio Novo,MA,Sítio Novo - MA
Sítio Novo,RN,Sítio Novo - RN
Sítio Novo do Tocantins,TO,Sítio Novo do Tocantins - TO
Tabaporã,MT,Tabaporã - MT
Tabapuã,SP,Tabapuã - SP
Tabatinga,AM,Tabatinga - AM
Tabatinga,SP,Tabatinga - SP
Tabaí,RS,Tabaí - RS
Tabira,PE,Tabira - PE
Tabocas do Brejo Velho,BA,Tabocas do Brejo Velho - BA
Tabocão,TO,Tabocão - TO
Taboleiro Grande,RN,Taboleiro Grande - RN
Taboão da Serra,SP,Taboão da Serra - SP
Tabuleiro,MG,Tabuleiro - MG
Tabuleiro do Norte,CE,Tabuleiro do Norte - CE
Tacaimbó,PE,Tacaimbó - PE
Tacaratu,PE,Tacaratu - PE
Taciba,SP,Taciba - SP
Tacima,PB,Tacima - PB
Tacuru,MS,Tacuru - MS
Taguatinga,TO,Taguatinga - TO
Taguaí,SP,Taguaí - SP
Taiaçu,SP,Taiaçu - SP
Tailândia,PA,Tailândia - PA
Taiobeiras,MG,Taiobeiras - MG
Taipas do Tocantins,TO,Taipas do Tocantins - TO
Taipu,RN,Taipu - RN
Taió,SC,Taió - SC
Taiúva,SP,Taiúva - SP
Talismã,TO,Talismã - TO
Tamandaré,PE,Tamandaré - PE
Tamarana,PR,Tamarana - PR
Tambaú,SP,Tambaú - SP
Tamboara,PR,Tamboara - PR
Tamboril,CE,Tamboril - CE
Tamboril do Piauí,PI,Tamboril do Piauí - PI
Tanabi,SP,Tanabi - SP
Tangará,RN,Tangará - RN
Tangará,SC,Tangará - SC
Tangará da Serra,MT,Tangará da Serra - MT
Tanguá,RJ,Tanguá - RJ
Tanhaçu,BA,Tanhaçu - BA
Tanque d'Arca,AL,Tanque d'Arca - AL
Tanque do Piauí,PI,Tanque do Piauí - PI
Tanque Novo,BA,Tanque Novo - BA
Tanquinho,BA,Tanquinho - BA
Taparuba,MG,Taparuba - MG
Tapauá,AM,Tapauá - AM
Tapejara,PR,Tapejara - PR
Tapejara,RS,Tapejara - RS
Tapera,RS,Tapera - RS
Taperoá,BA,Taperoá - BA
Taperoá,PB,Taperoá - PB
Tapes,RS,Tapes - RS
Tapira,MG,Tapira - MG
Tapira,PR,Tapira - PR
Tapiramutá,BA,Tapiramutá - BA
Tapiratiba,SP,Tapiratiba - SP
Tapiraí,MG,Tapiraí - MG
Tapiraí,SP,Tapiraí - SP
Tapurah,MT,Tapurah - MT
Taquara,RS,Taquara - RS
Taquaral,SP,Taquaral - SP
Taquaral de Goiás,GO,Taquaral de Goiás - GO
Taquarana,AL,Taquarana - AL
Taquaraçu de Minas,MG,Taquaraçu de Minas - MG
Taquari,RS,Taquari - RS
Taquaritinga,SP,Taquaritinga - SP
Taquaritinga do Norte,PE,Taquaritinga do Norte - PE
Taquarituba,SP,Taquarituba - SP
Taquarivaí,SP,Taquarivaí - SP
Taquarussu,MS,Taquarussu - MS
Taquaruçu do Sul,RS,Taquaruçu do Sul - RS
Tarabai,SP,Tarabai - SP
Tarauacá,AC,Tarauacá - AC
Tarrafas,CE,Tarrafas - CE
Tartarugalzinho,AP,Tartarugalzinho - AP
Tarumirim,MG,Tarumirim - MG
Tarumã,SP,Tarumã - SP
Tasso Fragoso,MA,Tasso Fragoso - MA
Tatuí,SP,Tatuí - SP
Taubaté,SP,Taubaté - SP
Tauá,CE,Tauá - CE
Tavares,PB,Tavares - PB
Tavares,RS,Tavares - RS
Tefé,AM,Tefé - AM
Teixeira,PB,Teixeira - PB
Teixeira de Freitas,BA,Teixeira de Freitas - BA
Teixeira Soares,PR,Teixeira Soares - PR
Teixeiras,MG,Teixeiras - MG
Teixeirópolis,RO,Teixeirópolis - RO
Tejupá,SP,Tejupá - SP
Tejuçuoca,CE,Tejuçuoca - CE
Telha,SE,Telha - SE
Telêmaco Borba,PR,Telêmaco Borba - PR
Tenente Ananias,RN,Tenente Ananias - RN
Tenente Laurentino Cruz,RN,Tenente Laurentino Cruz - RN
Tenente Portela,RS,Tenente Portela - RS
Tenório,PB,Tenório - PB
Teodoro Sampaio,BA,Teodoro Sampaio - BA
Teodoro Sampaio,SP,Teodoro Sampaio - SP
Teofilândia,BA,Teofilândia - BA
Teolândia,BA,Teolândia - BA
Teotônio Vilela,AL,Teotônio Vilela - AL
Terenos,MS,Terenos - MS
Teresina,PI,Teresina - PI
Teresina de Goiás,GO,Teresina de Goiás - GO
Teresópolis,RJ,Teresópolis - RJ
Terezinha,PE,Terezinha - PE
Terezópolis de Goiás,GO,Terezópolis de Goiás - GO
Terra Alta,PA,Terra Alta - PA
Terra Boa,PR,Terra Boa - PR
Terra de Areia,RS,Terra de Areia - RS
Terra Nova,BA,Terra Nova - BA
Terra Nova,PE,Terra Nova - PE
Terra Nova do Norte,MT,Terra Nova do Norte - MT
Terra Rica,PR,Terra Rica - PR
Terra Roxa,PR,Terra Roxa - PR
Terra Roxa,SP,Terra Roxa - SP
Terra Santa,PA,Terra Santa - PA
Tesouro,MT,Tesouro - MT
Teutônia,RS,Teutônia - RS
Teófilo Otoni,MG,Teófilo Otoni - MG
Theobroma,RO,Theobroma - RO
Tianguá,CE,Tianguá - CE
Tibagi,PR,Tibagi - PR
Tibau,RN,Tibau - RN
Tibau do Sul,RN,Tibau do Sul - RN
Tietê,SP,Tietê - SP
Tigrinhos,SC,Tigrinhos - SC
Tijucas,SC,Tijucas - SC
Tijucas do Sul,PR,Tijucas do Sul - PR
Timbaúba,PE,Timbaúba - PE
Timbaúba dos Batistas,RN,Timbaúba dos Batistas - RN
Timbiras,MA,Timbiras - MA
Timburi,SP,Timburi - SP
Timbé do Sul,SC,Timbé do Sul - SC
Timbó,SC,Timbó - SC
Timbó Grande,SC,Timbó Grande - SC
Timon,MA,Timon - MA
Timóteo,MG,Timóteo - MG
Tio Hugo,RS,Tio Hugo - RS
Tiradentes,MG,Tiradentes - MG
Tiradentes do Sul,RS,Tiradentes do Sul - RS
Tiros,MG,Tiros - MG
Tobias Barreto,SE,Tobias Barreto - SE
Tocantins,MG,Tocantins - MG
Tocantinópolis,TO,Tocantinópolis - TO
Tocantínia,TO,Tocantínia - TO
Tocos do Moji,MG,Tocos do Moji - MG
Toledo,MG,Toledo - MG
Toledo,PR,Toledo - PR
Tomar do Geru,SE,Tomar do Geru - SE
Tomazina,PR,Tomazina - PR
Tombos,MG,Tombos - MG
Tomé-Açu,PA,Tomé-Açu - PA
Tonantins,AM,Tonantins - AM
Toritama,PE,Toritama - PE
Torixoréu,MT,Torixoréu - MT
Toropi,RS,Toropi - RS
Torre de Pedra,SP,Torre de Pedra - SP
Torres,RS,Torres - RS
Torrinha,SP,Torrinha - SP
Touros,RN,Touros - RN
Trabiju,SP,Trabiju - SP
Tracuateua,PA,Tracuateua - PA
Tracunhaém,PE,Tracunhaém - PE
Traipu,AL,Traipu - AL
Trairi,CE,Trairi - CE
Trairão,PA,Trairão - PA
Trajano de Moraes,RJ,Trajano de Moraes - RJ
Tramandaí,RS,Tramandaí - RS
Travesseiro,RS,Travesseiro - RS
Tremedal,BA,Tremedal - BA
Tremembé,SP,Tremembé - SP
Treviso,SC,Treviso - SC
Treze de Maio,SC,Treze de Maio - SC
Treze Tílias,SC,Treze Tílias - SC
Trindade,GO,Trindade - GO
Trindade,PE,Trindade - PE
Trindade do Sul,RS,Trindade do Sul - RS
Triunfo,PB,Triunfo - PB
Triunfo,PE,Triunfo - PE
Triunfo,RS,Triunfo - RS
Triunfo Potiguar,RN,Triunfo Potiguar - RN
Trizidela do Vale,MA,Trizidela do Vale - MA
Trombas,GO,Trombas - GO
Trombudo Central,SC,Trombudo Central - SC
Três Arroios,RS,Três Arroios - RS
Três Barras,SC,Três Barras - SC
Três Barras do Paraná,PR,Três Barras do Paraná - PR
Três Cachoeiras,RS,Três Cachoeiras - RS
Três Corações,MG,Três Corações - MG
Três Coroas,RS,Três Coroas - RS
Três de Maio,RS,Três de Maio - RS
Três Forquilhas,RS,Três Forquilhas - RS
Três Fronteiras,SP,Três Fronteiras - SP
Três Lagoas,MS,Três Lagoas - MS
Três Marias,MG,Três Marias - MG
Três Palmeiras,RS,Três Palmeiras - RS
Três Passos,RS,Três Passos - RS
Três Pontas,MG,Três Pontas - MG
Três Ranchos,GO,Três Ranchos - GO
Três Rios,RJ,Três Rios - RJ
Tubarão,SC,Tubarão - SC
Tucano,BA,Tucano - BA
Tucumã,PA,Tucumã - PA
Tucunduva,RS,Tucunduva - RS
Tucuruí,PA,Tucuruí - PA
Tufilândia,MA,Tufilândia - MA
Tuiuti,SP,Tuiuti - SP
Tumiritinga,MG,Tumiritinga - MG
Tunas,RS,Tunas - RS
Tunas do Paraná,PR,Tunas do Paraná - PR
Tuneiras do Oeste,PR,Tuneiras do Oeste - PR
Tuntum,MA,Tuntum - MA
Tunápolis,SC,Tunápolis - SC
Tupaciguara,MG,Tupaciguara - MG
Tupanatinga,PE,Tupanatinga - PE
Tupanci do Sul,RS,Tupanci do Sul - RS
Tupanciretã,RS,Tupanciretã - RS
Tupandi,RS,Tupandi - RS
Tuparendi,RS,Tuparendi - RS
Tuparetama,PE,Tuparetama - PE
Tupi Paulista,SP,Tupi Paulista - SP
Tupirama,TO,Tupirama - TO
Tupiratins,TO,Tupiratins - TO
Tupã,SP,Tupã - SP
Tupãssi,PR,Tupãssi - PR
Turiaçu,MA,Turiaçu - MA
Turilândia,MA,Turilândia - MA
Turiúba,SP,Turiúba - SP
Turmalina,MG,Turmalina - MG
Turmalina,SP,Turmalina - SP
Tururu,CE,Tururu - CE
Turuçu,RS,Turuçu - RS
Turvelândia,GO,Turvelândia - GO
Turvo,PR,Turvo - PR
Turvo,SC,Turvo - SC
Turvolândia,MG,Turvolândia - MG
Turvânia,GO,Turvânia - GO
Tutóia,MA,Tutóia - MA
Uarini,AM,Uarini - AM
Uauá,BA,Uauá - BA
Ubaitaba,BA,Ubaitaba - BA
Ubajara,CE,Ubajara - CE
Ubaporanga,MG,Ubaporanga - MG
Ubarana,SP,Ubarana - SP
Ubatuba,SP,Ubatuba - SP
Ubatã,BA,Ubatã - BA
Ubaí,MG,Ubaí - MG
Ubaíra,BA,Ubaíra - BA
Uberaba,MG,Uberaba - MG
Uberlândia,MG,Uberlândia - MG
Ubirajara,SP,Ubirajara - SP
Ubiratã,PR,Ubiratã - PR
Ubiretama,RS,Ubiretama - RS
Ubá,MG,Ubá - MG
Uchoa,SP,Uchoa - SP
Uibaí,BA,Uibaí - BA
Uiramutã,RR,Uiramutã - RR
Uirapuru,GO,Uirapuru - GO
Uiraúna,PB,Uiraúna - PB
Ulianópolis,PA,Ulianópolis - PA
Umari,CE,Umari - CE
Umarizal,RN,Umarizal - RN
Umbaúba,SE,Umbaúba - SE
Umburanas,BA,Umburanas - BA
Umburatiba,MG,Umburatiba - MG
Umbuzeiro,PB,Umbuzeiro - PB
Umirim,CE,Umirim - CE
Umuarama,PR,Umuarama - PR
Una,BA,Una - BA
Unaí,MG,Unaí - MG
Uniflor,PR,Uniflor - PR
Unistalda,RS,Unistalda - RS
União,PI,União - PI
União da Serra,RS,União da Serra - RS
União da Vitória,PR,União da Vitória - PR
União de Minas,MG,União de Minas - MG
União do Oeste,SC,União do Oeste - SC
União do Sul,MT,União do Sul - MT
União dos Palmares,AL,União dos Palmares - AL
União Paulista,SP,União Paulista - SP
Upanema,RN,Upanema - RN
Urandi,BA,Urandi - BA
Uraí,PR,Uraí - PR
Urbano Santos,MA,Urbano Santos - MA
Uru,SP,Uru - SP
Uruana,GO,Uruana - GO
Uruana de Minas,MG,Uruana de Minas - MG
Uruará,PA,Uruará - PA
Uruaçu,GO,Uruaçu - GO
Urubici,SC,Urubici - SC
Uruburetama,CE,Uruburetama - CE
Urucará,AM,Urucará - AM
Urucuia,MG,Urucuia - MG
Urucurituba,AM,Urucurituba - AM
Urucânia,MG,Urucânia - MG
Uruguaiana,RS,Uruguaiana - RS
Uruoca,CE,Uruoca - CE
Urupema,SC,Urupema - SC
Urupá,RO,Urupá - RO
Urupês,SP,Urupês - SP
Urussanga,SC,Urussanga - SC
Urutaí,GO,Urutaí - GO
Uruçuca,BA,Uruçuca - BA
Uruçuí,PI,Uruçuí - PI
Urânia,SP,Urânia - SP
Utinga,BA,Utinga - BA
Vacaria,RS,Vacaria - RS
Vale de São Domingos,MT,Vale de São Domingos - MT
Vale do Anari,RO,Vale do Anari - RO
Vale do Paraíso,RO,Vale do Paraíso - RO
Vale do Sol,RS,Vale do Sol - RS
Vale Real,RS,Vale Real - RS
Vale Verde,RS,Vale Verde - RS
Valente,BA,Valente - BA
Valentim Gentil,SP,Valentim Gentil - SP
Valença,BA,Valença - BA
Valença,RJ,Valença - RJ
Valença do Piauí,PI,Valença do Piauí - PI
Valinhos,SP,Valinhos - SP
Valparaíso,SP,Valparaíso - SP
Valparaíso de Goiás,GO,Valparaíso de Goiás - GO
Vanini,RS,Vanini - RS
Vargem,SC,Vargem - SC
Vargem,SP,Vargem - SP
Vargem Alegre,MG,Vargem Alegre - MG
Vargem Alta,ES,Vargem Alta - ES
Vargem Bonita,MG,Vargem Bonita - MG
Vargem Bonita,SC,Vargem Bonita - SC
Vargem Grande,MA,Vargem Grande - MA
Vargem Grande do Rio Pardo,MG,Vargem Grande do Rio Pardo - MG
Vargem Grande do Sul,SP,Vargem Grande do Sul - SP
Vargem Grande Paulista,SP,Vargem Grande Paulista - SP
Vargeão,SC,Vargeão - SC
Varginha,MG,Varginha - MG
Varjota,CE,Varjota - CE
Varjão,GO,Varjão - GO
Varjão de Minas,MG,Varjão de Minas - MG
Varre-Sai,RJ,Varre-Sai - RJ
Varzedo,BA,Varzedo - BA
Varzelândia,MG,Varzelândia - MG
Vassouras,RJ,Vassouras - RJ
Vazante,MG,Vazante - MG
Venda Nova do Imigrante,ES,Venda Nova do Imigrante - ES
Venha-Ver,RN,Venha-Ver - RN
Ventania,PR,Ventania - PR
Venturosa,PE,Venturosa - PE
Venâncio Aires,RS,Venâncio Aires - RS
Vera,MT,Vera - MT
Vera Cruz,BA,Vera Cruz - BA
Vera Cruz,RN,Vera Cruz - RN
Vera Cruz,RS,Vera Cruz - RS
Vera Cruz,SP,Vera Cruz - SP
Vera Cruz do Oeste,PR,Vera Cruz do Oeste - PR
Vera Mendes,PI,Vera Mendes - PI
Veranópolis,RS,Veranópolis - RS
Verdejante,PE,Verdejante - PE
Verdelândia,MG,Verdelândia - MG
Vereda,BA,Vereda - BA
Veredinha,MG,Veredinha - MG
Vermelho Novo,MG,Vermelho Novo - MG
Vertente do Lério,PE,Vertente do Lério - PE
Vertentes,PE,Vertentes - PE
Verê,PR,Verê - PR
Veríssimo,MG,Veríssimo - MG
Vespasiano,MG,Vespasiano - MG
Vespasiano Corrêa,RS,Vespasiano Corrêa - RS
Viadutos,RS,Viadutos - RS
Viamão,RS,Viamão - RS
Viana,ES,Viana - ES
Viana,MA,Viana - MA
Vianópolis,GO,Vianópolis - GO
Vicente Dutra,RS,Vicente Dutra - RS
Vicentina,MS,Vicentina - MS
Vicentinópolis,GO,Vicentinópolis - GO
Victor Graeff,RS,Victor Graeff - RS
Vicência,PE,Vicência - PE
Vidal Ramos,SC,Vidal Ramos - SC
Videira,SC,Videira - SC
Vieiras,MG,Vieiras - MG
Vieirópolis,PB,Vieirópolis - PB
Vigia,PA,Vigia - PA
Vila Bela da Santíssima Trindade,MT,Vila Bela da Santíssima Trindade - MT
Vila Boa,GO,Vila Boa - GO
Vila Flor,RN,Vila Flor - RN
Vila Flores,RS,Vila Flores - RS
Vila Lângaro,RS,Vila Lângaro - RS
Vila Maria,RS,Vila Maria - RS
Vila Nova do Piauí,PI,Vila Nova do Piauí - PI
Vila Nova do Sul,RS,Vila Nova do Sul - RS
Vila Nova dos Martírios,MA,Vila Nova dos Martírios - MA
Vila Pavão,ES,Vila Pavão - ES
Vila Propício,GO,Vila Propício - GO
Vila Rica,MT,Vila Rica - MT
Vila Valério,ES,Vila Valério - ES
Vila Velha,ES,Vila Velha - ES
Vilhena,RO,Vilhena - RO
Vinhedo,SP,Vinhedo - SP
Viradouro,SP,Viradouro - SP
Virgem da Lapa,MG,Virgem da Lapa - MG
Virginópolis,MG,Virginópolis - MG
Virgolândia,MG,Virgolândia - MG
Virgínia,MG,Virgínia - MG
Virmond,PR,Virmond - PR
Visconde do Rio Branco,MG,Visconde do Rio Branco - MG
Viseu,PA,Viseu - PA
Vista Alegre,RS,Vista Alegre - RS
Vista Alegre do Alto,SP,Vista Alegre do Alto - SP
Vista Alegre do Prata,RS,Vista Alegre do Prata - RS
Vista Gaúcha,RS,Vista Gaúcha - RS
Vista Serrana,PB,Vista Serrana - PB
Vitor Meireles,SC,Vitor Meireles - SC
Vitorino,PR,Vitorino - PR
Vitorino Freire,MA,Vitorino Freire - MA
Vitória,ES,Vitória - ES
Vitória Brasil,SP,Vitória Brasil - SP
Vitória da Conquista,BA,Vitória da Conquista - BA
Vitória das Missões,RS,Vitória das Missões - RS
Vitória de Santo Antão,PE,Vitória de Santo Antão - PE
Vitória do Jari,AP,Vitória do Jari - AP
Vitória do Mearim,MA,Vitória do Mearim - MA
Vitória do Xingu,PA,Vitória do Xingu - PA
Viçosa,AL,Viçosa - AL
Viçosa,MG,Viçosa - MG
Viçosa,RN,Viçosa - RN
Viçosa do Ceará,CE,Viçosa do Ceará - CE
Volta Grande,MG,Volta Grande - MG
Volta Redonda,RJ,Volta Redonda - RJ
Votorantim,SP,Votorantim - SP
Votuporanga,SP,Votuporanga - SP
Várzea,PB,Várzea - PB
Várzea,RN,Várzea - RN
Várzea Alegre,CE,Várzea Alegre - CE
Várzea Branca,PI,Várzea Branca - PI
Várzea da Palma,MG,Várzea da Palma - MG
Várzea da Roça,BA,Várzea da Roça - BA
Várzea do Poço,BA,Várzea do Poço - BA
Várzea Grande,MT,Várzea Grande - MT
Várzea Grande,PI,Várzea Grande - PI
Várzea Nova,BA,Várzea Nova - BA
Várzea Paulista,SP,Várzea Paulista - SP
Wagner,BA,Wagner - BA
Wall Ferraz,PI,Wall Ferraz - PI
Wanderley,BA,Wanderley - BA
Wanderlândia,TO,Wanderlândia - TO
Wenceslau Braz,MG,Wenceslau Braz - MG
Wenceslau Braz,PR,Wenceslau Braz - PR
Wenceslau Guimarães,BA,Wenceslau Guimarães - BA
Westfália,RS,Westfália - RS
Witmarsum,SC,Witmarsum - SC
Xambioá,TO,Xambioá - TO
Xambrê,PR,Xambrê - PR
Xangri-lá,RS,Xangri-lá - RS
Xanxerê,SC,Xanxerê - SC
Xapuri,AC,Xapuri - AC
Xavantina,SC,Xavantina - SC
Xaxim,SC,Xaxim - SC
Xexéu,PE,Xexéu - PE
Xinguara,PA,Xinguara - PA
Xique-Xique,BA,Xique-Xique - BA
Zabelê,PB,Zabelê - PB
Zacarias,SP,Zacarias - SP
Zortéa,SC,Zortéa - SC
Zé Doca,MA,Zé Doca - MA
Água Azul do Norte,PA,Água Azul do Norte - PA
Água Boa,MG,Água Boa - MG
Água Boa,MT,Água Boa - MT
Água Branca,AL,Água Branca - AL
Água Branca,PB,Água Branca - PB
Água Branca,PI,Água Branca - PI
Água Clara,MS,Água Clara - MS
Água Comprida,MG,Água Comprida - MG
Água Doce,SC,Água Doce - SC
Água Doce do Maranhão,MA,Água Doce do Maranhão - MA
Água Doce do Norte,ES,Água Doce do Norte - ES
Água Fria,BA,Água Fria - BA
Água Fria de Goiás,GO,Água Fria de Goiás - GO
Água Limpa,GO,Água Limpa - GO
Água Nova,RN,Água Nova - RN
Água Preta,PE,Água Preta - PE
Água Santa,RS,Água Santa - RS
Águas Belas,PE,Águas Belas - PE
Águas da Prata,SP,Águas da Prata - SP
Águas de Chapecó,SC,Águas de Chapecó - SC
Águas de Lindóia,SP,Águas de Lindóia - SP
Águas de Santa Bárbara,SP,Águas de Santa Bárbara - SP
Águas de São Pedro,SP,Águas de São Pedro - SP
Águas Formosas,MG,Águas Formosas - MG
